zip,type,decommissioned,primary_city,state,county,timezone
72820,PO BOX,0,Alix,AR,Franklin County,America/Chicago
72821,STANDARD,0,Altus,AR,Franklin County,America/Chicago
72823,STANDARD,0,Atkins,AR,Pope County,America/Chicago
72824,STANDARD,0,Belleville,AR,Yell County,America/Chicago
72826,PO BOX,0,Blue Mountain,AR,Logan County,America/Chicago
72827,STANDARD,0,Bluffton,AR,Yell County,America/Chicago
72828,STANDARD,0,Briggsville,AR,Yell County,America/Chicago
72829,PO BOX,0,Centerville,AR,Yell County,America/Chicago
72830,STANDARD,0,Clarksville,AR,Johnson County,America/Chicago
72832,STANDARD,0,Coal Hill,AR,Johnson County,America/Chicago
72833,STANDARD,0,Danville,AR,Yell County,America/Chicago
72834,STANDARD,0,Dardanelle,AR,Yell County,America/Chicago
72835,STANDARD,0,Delaware,AR,Logan County,America/Chicago
72837,STANDARD,0,Dover,AR,Pope County,America/Chicago
72838,STANDARD,0,Gravelly,AR,Yell County,America/Chicago
72839,STANDARD,0,Hagarville,AR,Johnson County,America/Chicago
72840,STANDARD,0,Hartman,AR,Johnson County,America/Chicago
72841,STANDARD,0,Harvey,AR,Scott County,America/Chicago
72842,STANDARD,0,Havana,AR,Yell County,America/Chicago
72843,STANDARD,0,Hector,AR,Pope County,America/Chicago
72845,STANDARD,0,Knoxville,AR,Johnson County,America/Chicago
72846,STANDARD,0,Lamar,AR,Johnson County,America/Chicago
72847,STANDARD,0,London,AR,Pope County,America/Chicago
72851,STANDARD,0,New Blaine,AR,Logan County,America/Chicago
72852,STANDARD,0,Oark,AR,Johnson County,America/Chicago
72853,STANDARD,0,Ola,AR,Yell County,America/Chicago
72854,STANDARD,0,Ozone,AR,Johnson County,America/Chicago
72855,STANDARD,0,Paris,AR,Logan County,America/Chicago
72856,STANDARD,0,Pelsor,AR,Newton County,America/Chicago
72857,STANDARD,0,Plainview,AR,Yell County,America/Chicago
72858,STANDARD,0,Pottsville,AR,Pope County,America/Chicago
72860,STANDARD,0,Rover,AR,Yell County,America/Chicago
72863,STANDARD,0,Scranton,AR,Logan County,America/Chicago
72865,STANDARD,0,Subiaco,AR,Logan County,America/Chicago
72901,STANDARD,0,Fort Smith,AR,Sebastian County,America/Chicago
72902,PO BOX,0,Fort Smith,AR,Sebastian County,America/Chicago
72903,STANDARD,0,Fort Smith,AR,Sebastian County,America/Chicago
72904,STANDARD,0,Fort Smith,AR,Sebastian County,America/Chicago
72905,UNIQUE,0,Fort Smith,AR,Sebastian County,America/Chicago
72906,PO BOX,0,Fort Smith,AR,Sebastian County,America/Chicago
72908,STANDARD,0,Fort Smith,AR,Sebastian County,America/Chicago
72913,PO BOX,0,Fort Smith,AR,Sebastian County,America/Chicago
72914,PO BOX,0,Fort Smith,AR,Sebastian County,America/Chicago
72916,STANDARD,0,Fort Smith,AR,Sebastian County,America/Chicago
72917,PO BOX,0,Fort Smith,AR,Sebastian County,America/Chicago
72918,PO BOX,0,Fort Smith,AR,Sebastian County,America/Chicago
72919,UNIQUE,0,Fort Smith,AR,Sebastian County,America/Chicago
72921,STANDARD,0,Alma,AR,Crawford County,America/Chicago
72923,STANDARD,0,Barling,AR,Sebastian County,America/Chicago
72926,STANDARD,0,Boles,AR,Scott County,America/Chicago
72927,STANDARD,0,Booneville,AR,Logan County,America/Chicago
72928,STANDARD,0,Branch,AR,Franklin County,America/Chicago
72930,STANDARD,0,Cecil,AR,Franklin County,America/Chicago
72932,STANDARD,0,Cedarville,AR,Crawford County,America/Chicago
72933,STANDARD,0,Charleston,AR,Franklin County,America/Chicago
72934,STANDARD,0,Chester,AR,Crawford County,America/Chicago
72935,PO BOX,0,Dyer,AR,Crawford County,America/Chicago
72936,STANDARD,0,Greenwood,AR,Sebastian County,America/Chicago
72937,STANDARD,0,Hackett,AR,Sebastian County,America/Chicago
72938,STANDARD,0,Hartford,AR,Sebastian County,America/Chicago
72940,STANDARD,0,Huntington,AR,Sebastian County,America/Chicago
72941,STANDARD,0,Lavaca,AR,Sebastian County,America/Chicago
72943,STANDARD,0,Magazine,AR,Logan County,America/Chicago
72944,STANDARD,0,Mansfield,AR,Sebastian County,America/Chicago
72945,PO BOX,0,Midland,AR,Sebastian County,America/Chicago
72946,STANDARD,0,Mountainburg,AR,Crawford County,America/Chicago
72947,STANDARD,0,Mulberry,AR,Crawford County,America/Chicago
72948,STANDARD,0,Natural Dam,AR,Crawford County,America/Chicago
72949,STANDARD,0,Ozark,AR,Franklin County,America/Chicago
72950,STANDARD,0,Parks,AR,Scott County,America/Chicago
72951,STANDARD,0,Ratcliff,AR,Logan County,America/Chicago
72952,STANDARD,0,Rudy,AR,Crawford County,America/Chicago
72955,STANDARD,0,Uniontown,AR,Crawford County,America/Chicago
72956,STANDARD,0,Van Buren,AR,Crawford County,America/Chicago
72957,PO BOX,0,Van Buren,AR,Crawford County,America/Chicago
72958,STANDARD,0,Waldron,AR,Scott County,America/Chicago
72959,STANDARD,0,Winslow,AR,Washington County,America/Chicago
73001,PO BOX,0,Albert,OK,Caddo County,America/Chicago
73002,STANDARD,0,Alex,OK,Grady County,America/Chicago
73003,STANDARD,0,Edmond,OK,Oklahoma County,America/Chicago
73004,STANDARD,0,Amber,OK,Grady County,America/Chicago
73005,STANDARD,0,Anadarko,OK,Caddo County,America/Chicago
73006,STANDARD,0,Apache,OK,Caddo County,America/Chicago
73007,STANDARD,0,Arcadia,OK,Oklahoma County,America/Chicago
73008,STANDARD,0,Bethany,OK,Oklahoma County,America/Chicago
73009,STANDARD,0,Binger,OK,Caddo County,America/Chicago
73010,STANDARD,0,Blanchard,OK,McClain County,America/Chicago
73011,STANDARD,0,Bradley,OK,Grady County,America/Chicago
73012,STANDARD,0,Edmond,OK,Oklahoma County,America/Chicago
73013,STANDARD,0,Edmond,OK,Oklahoma County,America/Chicago
73014,STANDARD,0,Calumet,OK,Canadian County,America/Chicago
73015,STANDARD,0,Carnegie,OK,Caddo County,America/Chicago
73016,STANDARD,0,Cashion,OK,Logan County,America/Chicago
73017,STANDARD,0,Cement,OK,Caddo County,America/Chicago
73018,STANDARD,0,Chickasha,OK,Grady County,America/Chicago
73019,UNIQUE,0,Norman,OK,Cleveland County,America/Chicago
73020,STANDARD,0,Choctaw,OK,Oklahoma County,America/Chicago
73021,STANDARD,0,Colony,OK,Washita County,America/Chicago
73022,PO BOX,0,Concho,OK,Canadian County,America/Chicago
73023,PO BOX,0,Chickasha,OK,Grady County,America/Chicago
73024,STANDARD,0,Corn,OK,Washita County,America/Chicago
73025,STANDARD,0,Edmond,OK,Oklahoma County,America/Chicago
73026,STANDARD,0,Norman,OK,Cleveland County,America/Chicago
73027,STANDARD,0,Coyle,OK,Payne County,America/Chicago
73028,STANDARD,0,Crescent,OK,Logan County,America/Chicago
73029,STANDARD,0,Cyril,OK,Caddo County,America/Chicago
73030,STANDARD,0,Davis,OK,Murray County,America/Chicago
73031,PO BOX,0,Dibble,OK,McClain County,America/Chicago
73032,PO BOX,0,Dougherty,OK,Murray County,America/Chicago
73033,PO BOX,0,Eakly,OK,Caddo County,America/Chicago
73034,STANDARD,0,Edmond,OK,Oklahoma County,America/Chicago
73036,STANDARD,0,El Reno,OK,Canadian County,America/Chicago
73038,STANDARD,0,Fort Cobb,OK,Caddo County,America/Chicago
73039,PO BOX,0,Davis,OK,Murray County,America/Chicago
73040,STANDARD,0,Geary,OK,Blaine County,America/Chicago
73041,STANDARD,0,Gotebo,OK,Kiowa County,America/Chicago
73042,STANDARD,0,Gracemont,OK,Caddo County,America/Chicago
73043,STANDARD,0,Greenfield,OK,Blaine County,America/Chicago
73044,STANDARD,0,Guthrie,OK,Logan County,America/Chicago
73045,STANDARD,0,Harrah,OK,Oklahoma County,America/Chicago
73047,STANDARD,0,Hinton,OK,,America/Chicago
73048,STANDARD,0,Hydro,OK,Caddo County,America/Chicago
73049,STANDARD,0,Jones,OK,Oklahoma County,America/Chicago
73050,PO BOX,0,Langston,OK,Logan County,America/Chicago
73051,STANDARD,0,Lexington,OK,Cleveland County,America/Chicago
73052,STANDARD,0,Lindsay,OK,Garvin County,America/Chicago
73053,STANDARD,0,Lookeba,OK,Caddo County,America/Chicago
73054,STANDARD,0,Luther,OK,Oklahoma County,America/Chicago
73055,STANDARD,0,Marlow,OK,Stephens County,America/Chicago
73056,STANDARD,0,Marshall,OK,Logan County,America/Chicago
73057,STANDARD,0,Maysville,OK,Garvin County,America/Chicago
73058,STANDARD,0,Meridian,OK,Logan County,America/Chicago
73059,STANDARD,0,Minco,OK,Grady County,America/Chicago
73061,STANDARD,0,Morrison,OK,Noble County,America/Chicago
73062,STANDARD,0,Mountain View,OK,Kiowa County,America/Chicago
73063,STANDARD,0,Mulhall,OK,Logan County,America/Chicago
73064,STANDARD,0,Mustang,OK,Canadian County,America/Chicago
73065,STANDARD,0,Newcastle,OK,McClain County,America/Chicago
73066,PO BOX,0,Nicoma Park,OK,Oklahoma County,America/Chicago
73067,STANDARD,0,Ninnekah,OK,Grady County,America/Chicago
73068,STANDARD,0,Noble,OK,Cleveland County,America/Chicago
73069,STANDARD,0,Norman,OK,Cleveland County,America/Chicago
73070,PO BOX,0,Norman,OK,Cleveland County,America/Chicago
73071,STANDARD,0,Norman,OK,Cleveland County,America/Chicago
73072,STANDARD,0,Norman,OK,Cleveland County,America/Chicago
73073,STANDARD,0,Orlando,OK,Logan County,America/Chicago
73074,STANDARD,0,Paoli,OK,Garvin County,America/Chicago
73075,STANDARD,0,Pauls Valley,OK,Garvin County,America/Chicago
73077,STANDARD,0,Perry,OK,Noble County,America/Chicago
73078,STANDARD,0,Piedmont,OK,Canadian County,America/Chicago
73079,STANDARD,0,Pocasset,OK,Grady County,America/Chicago
73080,STANDARD,0,Purcell,OK,McClain County,America/Chicago
73082,STANDARD,0,Rush Springs,OK,Grady County,America/Chicago
73083,PO BOX,0,Edmond,OK,Oklahoma County,America/Chicago
73084,STANDARD,0,Spencer,OK,Oklahoma County,America/Chicago
73085,PO BOX,0,Yukon,OK,Canadian County,America/Chicago
73086,STANDARD,0,Sulphur,OK,Murray County,America/Chicago
73089,STANDARD,0,Tuttle,OK,Grady County,America/Chicago
73090,STANDARD,0,Union City,OK,Canadian County,America/Chicago
73092,STANDARD,0,Verden,OK,Grady County,America/Chicago
73093,STANDARD,0,Washington,OK,McClain County,America/Chicago
73094,STANDARD,1,Washita,OK,Caddo County,America/Chicago
73095,STANDARD,0,Wayne,OK,McClain County,America/Chicago
73096,STANDARD,0,Weatherford,OK,Custer County,America/Chicago
73097,PO BOX,0,Wheatland,OK,Oklahoma County,America/Chicago
73098,STANDARD,0,Wynnewood,OK,Garvin County,America/Chicago
73099,STANDARD,0,Yukon,OK,Canadian County,America/Chicago
73101,PO BOX,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73102,STANDARD,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73103,STANDARD,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73104,STANDARD,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73105,STANDARD,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73106,STANDARD,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73107,STANDARD,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73108,STANDARD,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73109,STANDARD,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73110,STANDARD,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73111,STANDARD,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73112,STANDARD,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73113,PO BOX,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73114,STANDARD,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73115,STANDARD,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73116,STANDARD,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73117,STANDARD,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73118,STANDARD,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73119,STANDARD,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73120,STANDARD,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73121,STANDARD,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73122,STANDARD,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73123,PO BOX,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73124,PO BOX,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73125,PO BOX,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73126,PO BOX,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73127,STANDARD,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73128,STANDARD,0,Oklahoma City,OK,Canadian County,America/Chicago
73129,STANDARD,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73130,STANDARD,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73131,STANDARD,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73132,STANDARD,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73134,STANDARD,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73135,STANDARD,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73136,PO BOX,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73137,PO BOX,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73139,STANDARD,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73140,PO BOX,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73141,STANDARD,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73142,STANDARD,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73143,PO BOX,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73144,PO BOX,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73145,STANDARD,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73146,PO BOX,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73147,PO BOX,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73148,PO BOX,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73149,STANDARD,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73150,STANDARD,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73151,STANDARD,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73152,PO BOX,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73153,PO BOX,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73154,PO BOX,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73155,PO BOX,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73156,PO BOX,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73157,PO BOX,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73159,STANDARD,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73160,STANDARD,0,Oklahoma City,OK,Cleveland County,America/Chicago
73162,STANDARD,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73163,STANDARD,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73164,PO BOX,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73165,STANDARD,0,Oklahoma City,OK,Cleveland County,America/Chicago
73167,STANDARD,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73169,STANDARD,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73170,STANDARD,0,Oklahoma City,OK,Cleveland County,America/Chicago
73172,PO BOX,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73173,STANDARD,0,Oklahoma City,OK,Cleveland County,America/Chicago
73178,PO BOX,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73179,STANDARD,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73184,UNIQUE,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73185,UNIQUE,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73189,PO BOX,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73190,UNIQUE,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73193,UNIQUE,1,Oklahoma City,OK,Oklahoma County,America/Chicago
73194,UNIQUE,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73195,STANDARD,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73196,UNIQUE,0,Oklahoma City,OK,Oklahoma County,America/Chicago
73197,UNIQUE,1,Oklahoma City,OK,Oklahoma County,America/Chicago
73198,UNIQUE,1,Oklahoma City,OK,Oklahoma County,America/Chicago
73199,UNIQUE,1,Oklahoma City,OK,Oklahoma County,America/Chicago
73301,UNIQUE,0,Austin,TX,Travis County,America/Chicago
73344,UNIQUE,0,Austin,TX,Travis County,America/Chicago
73401,STANDARD,0,Ardmore,OK,Carter County,America/Chicago
73402,PO BOX,0,Ardmore,OK,Carter County,America/Chicago
73403,PO BOX,0,Ardmore,OK,Carter County,America/Chicago
73425,PO BOX,0,Countyline,OK,Stephens County,America/Chicago
73430,STANDARD,0,Burneyville,OK,Love County,America/Chicago
73432,STANDARD,0,Coleman,OK,Johnston County,America/Chicago
73433,STANDARD,0,Elmore City,OK,Garvin County,America/Chicago
73434,STANDARD,0,Foster,OK,Garvin County,America/Chicago
73435,PO BOX,0,Fox,OK,Carter County,America/Chicago
73436,PO BOX,0,Gene Autry,OK,Carter County,America/Chicago
73437,STANDARD,0,Graham,OK,Carter County,America/Chicago
73438,STANDARD,0,Healdton,OK,Carter County,America/Chicago
73439,STANDARD,0,Kingston,OK,Marshall County,America/Chicago
73440,STANDARD,0,Lebanon,OK,Marshall County,America/Chicago
73441,STANDARD,0,Leon,OK,Love County,America/Chicago
73442,STANDARD,0,Loco,OK,Stephens County,America/Chicago
73443,STANDARD,0,Lone Grove,OK,Carter County,America/Chicago
73444,STANDARD,0,Hennepin,OK,Garvin County,America/Chicago
73446,STANDARD,0,Madill,OK,Marshall County,America/Chicago
73447,STANDARD,0,Mannsville,OK,Johnston County,America/Chicago
73448,STANDARD,0,Marietta,OK,Love County,America/Chicago
73449,STANDARD,0,Mead,OK,Bryan County,America/Chicago
73450,STANDARD,0,Milburn,OK,Johnston County,America/Chicago
73451,STANDARD,1,Ardmore,OK,,America/Chicago
73453,STANDARD,0,Overbrook,OK,Love County,America/Chicago
73454,STANDARD,1,Ardmore,OK,,America/Chicago
73455,PO BOX,0,Ravia,OK,Johnston County,America/Chicago
73456,STANDARD,0,Ringling,OK,Jefferson County,America/Chicago
73458,STANDARD,0,Springer,OK,Carter County,America/Chicago
73459,STANDARD,0,Thackerville,OK,Love County,America/Chicago
73460,STANDARD,0,Tishomingo,OK,Johnston County,America/Chicago
73461,STANDARD,0,Wapanucka,OK,Johnston County,America/Chicago
73463,STANDARD,0,Wilson,OK,Carter County,America/Chicago
73481,STANDARD,0,Ratliff City,OK,Carter County,America/Chicago
73487,PO BOX,0,Tatums,OK,Carter County,America/Chicago
73488,STANDARD,0,Tussy,OK,Carter County,America/Chicago
73491,PO BOX,0,Velma,OK,Stephens County,America/Chicago
73501,STANDARD,0,Lawton,OK,Comanche County,America/Chicago
73502,PO BOX,0,Lawton,OK,Comanche County,America/Chicago
73503,STANDARD,0,Fort Sill,OK,Comanche County,America/Chicago
73505,STANDARD,0,Lawton,OK,Comanche County,America/Chicago
73506,PO BOX,0,Lawton,OK,Comanche County,America/Chicago
73507,STANDARD,0,Lawton,OK,Comanche County,America/Chicago
73520,PO BOX,0,Addington,OK,Jefferson County,America/Chicago
73521,STANDARD,0,Altus,OK,Jackson County,America/Chicago
73522,PO BOX,0,Altus,OK,Jackson County,America/Chicago
73523,STANDARD,0,Altus Afb,OK,Jackson County,America/Chicago
73526,STANDARD,0,Blair,OK,Jackson County,America/Chicago
73527,STANDARD,0,Cache,OK,Comanche County,America/Chicago
73528,STANDARD,0,Chattanooga,OK,Tillman County,America/Chicago
73529,STANDARD,0,Comanche,OK,Stephens County,America/Chicago
73530,STANDARD,0,Davidson,OK,Tillman County,America/Chicago
73531,STANDARD,0,Devol,OK,Cotton County,America/Chicago
73532,STANDARD,0,Duke,OK,Jackson County,America/Chicago
73533,STANDARD,0,Duncan,OK,Stephens County,America/Chicago
73534,PO BOX,0,Duncan,OK,Stephens County,America/Chicago
73536,UNIQUE,0,Duncan,OK,Stephens County,America/Chicago
73537,STANDARD,0,Eldorado,OK,Jackson County,America/Chicago
73538,STANDARD,0,Elgin,OK,Comanche County,America/Chicago
73539,STANDARD,0,Elmer,OK,Jackson County,America/Chicago
73540,STANDARD,0,Faxon,OK,Comanche County,America/Chicago
73541,STANDARD,0,Fletcher,OK,Comanche County,America/Chicago
73542,STANDARD,0,Frederick,OK,Tillman County,America/Chicago
73543,STANDARD,0,Geronimo,OK,Comanche County,America/Chicago
73544,STANDARD,0,Gould,OK,Harmon County,America/Chicago
73546,STANDARD,0,Grandfield,OK,Tillman County,America/Chicago
73547,STANDARD,0,Granite,OK,Greer County,America/Chicago
73548,STANDARD,0,Hastings,OK,Jefferson County,America/Chicago
73549,STANDARD,0,Headrick,OK,Jackson County,America/Chicago
73550,STANDARD,0,Hollis,OK,Harmon County,America/Chicago
73551,STANDARD,0,Hollister,OK,Tillman County,America/Chicago
73552,STANDARD,0,Indiahoma,OK,Comanche County,America/Chicago
73553,STANDARD,0,Loveland,OK,Tillman County,America/Chicago
73554,STANDARD,0,Mangum,OK,Greer County,America/Chicago
73555,PO BOX,0,Manitou,OK,Tillman County,America/Chicago
73556,PO BOX,0,Martha,OK,Jackson County,America/Chicago
73557,PO BOX,0,Medicine Park,OK,Comanche County,America/Chicago
73558,PO BOX,0,Meers,OK,Comanche County,America/Chicago
73559,STANDARD,0,Mountain Park,OK,Kiowa County,America/Chicago
73560,STANDARD,0,Olustee,OK,Jackson County,America/Chicago
73561,STANDARD,0,Oscar,OK,Jefferson County,America/Chicago
73562,STANDARD,0,Randlett,OK,Cotton County,America/Chicago
73564,STANDARD,0,Roosevelt,OK,Kiowa County,America/Chicago
73565,STANDARD,0,Ryan,OK,Jefferson County,America/Chicago
73566,STANDARD,0,Snyder,OK,Kiowa County,America/Chicago
73567,PO BOX,0,Sterling,OK,Comanche County,America/Chicago
73568,STANDARD,0,Temple,OK,Cotton County,America/Chicago
73569,STANDARD,0,Terral,OK,Jefferson County,America/Chicago
73570,STANDARD,0,Tipton,OK,Tillman County,America/Chicago
73571,STANDARD,0,Vinson,OK,Harmon County,America/Chicago
73572,STANDARD,0,Walters,OK,Cotton County,America/Chicago
73573,STANDARD,0,Waurika,OK,Jefferson County,America/Chicago
73601,STANDARD,0,Clinton,OK,Custer County,America/Chicago
73620,STANDARD,0,Arapaho,OK,Custer County,America/Chicago
73622,STANDARD,0,Bessie,OK,Washita County,America/Chicago
73624,PO BOX,0,Burns Flat,OK,Washita County,America/Chicago
73625,STANDARD,0,Butler,OK,Custer County,America/Chicago
73626,STANDARD,0,Canute,OK,Washita County,America/Chicago
73627,STANDARD,0,Carter,OK,Beckham County,America/Chicago
73628,STANDARD,0,Cheyenne,OK,Roger Mills County,America/Chicago
73632,STANDARD,0,Cordell,OK,Washita County,America/Chicago
73638,STANDARD,0,Crawford,OK,Roger Mills County,America/Chicago
73639,STANDARD,0,Custer City,OK,Custer County,America/Chicago
73641,STANDARD,0,Dill City,OK,Washita County,America/Chicago
73642,STANDARD,0,Durham,OK,Roger Mills County,America/Chicago
73644,STANDARD,0,Elk City,OK,Beckham County,America/Chicago
73645,STANDARD,0,Erick,OK,Beckham County,America/Chicago
73646,STANDARD,0,Fay,OK,Dewey County,America/Chicago
73647,STANDARD,0,Foss,OK,Washita County,America/Chicago
73648,PO BOX,0,Elk City,OK,Beckham County,America/Chicago
73650,STANDARD,0,Hammon,OK,Roger Mills County,America/Chicago
73651,STANDARD,0,Hobart,OK,Kiowa County,America/Chicago
73654,STANDARD,0,Leedey,OK,Dewey County,America/Chicago
73655,STANDARD,0,Lone Wolf,OK,Kiowa County,America/Chicago
73658,STANDARD,0,Oakwood,OK,Dewey County,America/Chicago
73659,STANDARD,0,Putnam,OK,Dewey County,America/Chicago
73660,STANDARD,0,Reydon,OK,Roger Mills County,America/Chicago
73661,STANDARD,0,Rocky,OK,Washita County,America/Chicago
73662,STANDARD,0,Sayre,OK,Beckham County,America/Chicago
73663,STANDARD,0,Seiling,OK,Major County,America/Chicago
73664,STANDARD,0,Sentinel,OK,Washita County,America/Chicago
73666,STANDARD,0,Sweetwater,OK,Roger Mills County,America/Chicago
73667,STANDARD,0,Taloga,OK,Dewey County,America/Chicago
73668,STANDARD,0,Texola,OK,Beckham County,America/Chicago
73669,STANDARD,0,Thomas,OK,Custer County,America/Chicago
73673,STANDARD,0,Willow,OK,Greer County,America/Chicago
73701,STANDARD,0,Enid,OK,Garfield County,America/Chicago
73702,PO BOX,0,Enid,OK,Garfield County,America/Chicago
73703,STANDARD,0,Enid,OK,Garfield County,America/Chicago
73705,STANDARD,0,Enid,OK,Garfield County,America/Chicago
73706,PO BOX,0,Enid,OK,Garfield County,America/Chicago
73716,STANDARD,0,Aline,OK,Alfalfa County,America/Chicago
73717,STANDARD,0,Alva,OK,Woods County,America/Chicago
73718,STANDARD,0,Ames,OK,Major County,America/Chicago
73719,STANDARD,0,Amorita,OK,Alfalfa County,America/Chicago
73720,STANDARD,0,Bison,OK,Garfield County,America/Chicago
73722,STANDARD,0,Burlington,OK,Alfalfa County,America/Chicago
73724,STANDARD,0,Canton,OK,Blaine County,America/Chicago
73726,STANDARD,0,Carmen,OK,Alfalfa County,America/Chicago
73727,STANDARD,0,Carrier,OK,Garfield County,America/Chicago
73728,STANDARD,0,Cherokee,OK,Alfalfa County,America/Chicago
73729,STANDARD,0,Cleo Springs,OK,Major County,America/Chicago
73730,STANDARD,0,Covington,OK,Garfield County,America/Chicago
73731,STANDARD,0,Dacoma,OK,Woods County,America/Chicago
73733,STANDARD,0,Douglas,OK,Garfield County,America/Chicago
73734,STANDARD,0,Dover,OK,Kingfisher County,America/Chicago
73735,STANDARD,0,Drummond,OK,Garfield County,America/Chicago
73736,STANDARD,0,Fairmont,OK,Garfield County,America/Chicago
73737,STANDARD,0,Fairview,OK,Major County,America/Chicago
73738,STANDARD,0,Garber,OK,Garfield County,America/Chicago
73739,STANDARD,0,Goltry,OK,Alfalfa County,America/Chicago
73741,STANDARD,0,Helena,OK,Alfalfa County,America/Chicago
73742,STANDARD,0,Hennessey,OK,Kingfisher County,America/Chicago
73743,PO BOX,0,Hillsdale,OK,Garfield County,America/Chicago
73744,STANDARD,0,Hitchcock,OK,Blaine County,America/Chicago
73746,PO BOX,0,Hopeton,OK,Woods County,America/Chicago
73747,STANDARD,0,Isabella,OK,Major County,America/Chicago
73749,STANDARD,0,Jet,OK,Alfalfa County,America/Chicago
73750,STANDARD,0,Kingfisher,OK,Kingfisher County,America/Chicago
73753,STANDARD,0,Kremlin,OK,Garfield County,America/Chicago
73754,STANDARD,0,Lahoma,OK,Garfield County,America/Chicago
73755,STANDARD,0,Longdale,OK,Major County,America/Chicago
73756,STANDARD,0,Loyal,OK,Kingfisher County,America/Chicago
73757,STANDARD,0,Lucien,OK,Noble County,America/Chicago
73758,STANDARD,0,Manchester,OK,Grant County,America/Chicago
73759,STANDARD,0,Medford,OK,Grant County,America/Chicago
73760,STANDARD,0,Meno,OK,Major County,America/Chicago
73761,STANDARD,0,Nash,OK,Grant County,America/Chicago
73762,STANDARD,0,Okarche,OK,Kingfisher County,America/Chicago
73763,STANDARD,0,Okeene,OK,Major County,America/Chicago
73764,STANDARD,0,Omega,OK,Kingfisher County,America/Chicago
73766,STANDARD,0,Pond Creek,OK,Grant County,America/Chicago
73768,STANDARD,0,Ringwood,OK,Major County,America/Chicago
73770,STANDARD,0,Southard,OK,Blaine County,America/Chicago
73771,STANDARD,0,Wakita,OK,Grant County,America/Chicago
